"{-0.9198516483103973, 1.937669767337102}","{-0.9466710961958602, 1.8018423838374735}","{-0.9049537892012661, 1.68460419171638}"
"{-0.7116912132694645, 1.4298991921069564}","{-0.693474297562022, 1.3376391172755653}","{-0.6741006064292442, 1.3252223152314389}"
"{-0.7149412899149489, 2.4532495422141554}","{-0.8359969364765728, 2.429346373862461}","{-0.8424997484222483, 2.4471318339299324}"
"{-0.933921551279611, 2.363805024786121}","{-0.8359969364765728, 2.429346373862461}","{-0.8244551493760132, 2.3948668514278832}"
"{-0.8359969364765728, 2.429346373862461}","{-0.7149412899149489, 2.4532495422141554}","{-0.7036288779845958, 2.418724268072048}"
"{-1.1334024246027388, 1.93864824520023}","{-1.1471911646612458, 1.9849829964594923}","{-1.1744323765440994, 1.9543821363064546}"
"{-1.1751141511713459, 1.8209407284076173}","{-1.1550839905555785, 1.831866531894346}","{-1.0987197726157747, 1.7552685708159965}"
"{-0.9425674947168673, 2.3801555469300326}","{-0.8424997484222483, 2.4471318339299324}","{-0.8359969364765728, 2.429346373862461}"
"{-0.8424997484222483, 2.4471318339299324}","{-0.7187935768605973, 2.4715582366555973}","{-0.7149412899149489, 2.4532495422141554}"
"{-1.1744323765440994, 1.9543821363064546}","{-1.1609976041050623, 1.9128901698168244}","{-1.1334024246027388, 1.93864824520023}"
"{-1.1751141511713459, 1.8209407284076173}","{-1.1951443117871137, 1.831866531894346}","{-1.2348605764334457, 1.9210199816681943}"
"{-1.2099515333834714, 2.040768864377037}","{-1.224710001286734, 2.0184061823781363}","{-1.2489012733121496, 1.963472859896394}"
"{-1.1744323765440994, 1.8868593529428712}","{-1.1609976041050623, 1.9128901698168244}","{-1.1459790895720565, 1.8646439423545325}"
"{-0.8244551493760132, 2.3948668514278832}","{-0.922193598208561, 2.3294513541777526}","{-0.933921551279611, 2.363805024786121}"
"{-0.8424997484222483, 2.4471318339299324}","{-0.9425674947168673, 2.3801555469300326}","{-0.9448270869806511, 2.3747114541637733}"
"{-0.5878560072495047, 2.4435165102285756}","{-0.7149412899149489, 2.468610055827978}","{-0.7036288779845958, 2.440712670509067}"
"{-1.1459790895720565, 1.8646439423545325}","{-1.1550839905555785, 1.831866531894346}","{-1.1744323765440994, 1.8868593529428712}"
"{-0.7540191505631533, 1.4623401707891457}","{-0.7333597570078083, 1.3577103408775868}","{-0.693474297562022, 1.3376391172755653}"
"{-1.2099515333834714, 2.040768864377037}","{-1.1781369178486316, 2.0240778036713154}","{-1.1026413311445409, 2.0395384271749046}"
"{-1.2348605764334457, 1.9210199816681943}","{-1.2489012733121496, 1.963472859896394}","{-1.224710001286734, 2.0184061823781363}"
"{-1.1781369178486316, 2.0240778036713154}","{-1.1471911646612458, 1.9849829964594923}","{-1.079331363147719, 1.9964995278912068}"
